Name	Country	name_index	country_index
Fillipova	Czech	[30, 5, 2, 2, 5, 26, 11, 18, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Finfera	Czech	[30, 5, 9, 25, 19, 8, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Finferovy	Czech	[30, 5, 9, 25, 19, 8, 11, 18, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Finke	Czech	[30, 5, 9, 17, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Fojtikova	Czech	[30, 11, 7, 6, 5, 17, 11, 18, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Fremut	Czech	[30, 8, 19, 24, 21, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Friedrich	Czech	[30, 8, 5, 19, 3, 8, 5, 13, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Frierdich	Czech	[30, 8, 5, 19, 8, 3, 5, 13, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Fritsch	Czech	[30, 8, 5, 6, 4, 13, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Furtsch	Czech	[30, 21, 8, 6, 4, 13, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Gabrisova	Czech	[31, 10, 1, 8, 5, 4, 11, 18, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Gavalok	Czech	[31, 10, 18, 10, 2, 11, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Geier	Czech	[31, 19, 5, 19, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Georgijev	Czech	[31, 19, 11, 8, 20, 5, 7, 19, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Geryk	Czech	[31, 19, 8, 22, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Giersig	Czech	[31, 5, 19, 8, 4, 5, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Glatter	Czech	[31, 2, 10, 6, 6, 19, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Glockl	Czech	[31, 2, 11, 13, 17, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Grabski	Czech	[31, 8, 10, 1, 4, 17, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Grozmanova	Czech	[31, 8, 11, 15, 24, 10, 9, 11, 18, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Grulich	Czech	[31, 8, 21, 2, 5, 13, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Grygarova	Czech	[31, 8, 22, 20, 10, 8, 11, 18, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Hadash	Czech	[32, 10, 3, 10, 4, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Hafernik	Czech	[32, 10, 25, 19, 8, 9, 5, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Hajek	Czech	[32, 10, 7, 19, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Hajicek	Czech	[32, 10, 7, 5, 13, 19, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Hajkova	Czech	[32, 10, 7, 17, 11, 18, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Hana	Czech	[32, 10, 9, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Hanek	Czech	[32, 10, 9, 19, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Hanek	Czech	[32, 10, 9, 19, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Hanika	Czech	[32, 10, 9, 5, 17, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Hanusch	Czech	[32, 10, 9, 21, 4, 13, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Hanzlick	Czech	[32, 10, 9, 15, 2, 5, 13, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Handzlik	Czech	[32, 10, 9, 3, 15, 2, 5, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Hanzlik	Czech	[32, 10, 9, 15, 2, 5, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Harger	Czech	[32, 10, 8, 20, 19, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Hartl	Czech	[32, 10, 8, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Havlatova	Czech	[32, 10, 18, 2, 10, 6, 11, 18, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Havlice	Czech	[32, 10, 18, 2, 5, 13, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Hawlata	Czech	[32, 10, 12, 2, 10, 6, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Heidl	Czech	[32, 19, 5, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Herback	Czech	[32, 19, 8, 1, 10, 13, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Herodes	Czech	[32, 19, 8, 11, 3, 19, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Hiorvst	Czech	[32, 5, 11, 8, 18, 4, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Hladky	Czech	[32, 2, 10, 3, 17, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Hlavsa	Czech	[32, 2, 10, 18, 4, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Hnizdil	Czech	[32, 9, 5, 15, 3, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Hodowal	Czech	[32, 11, 3, 11, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Hodoval	Czech	[32, 11, 3, 11, 18, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Holan	Czech	[32, 11, 2, 10, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Holub	Czech	[32, 11, 2, 21, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Homulka	Czech	[32, 11, 24, 21, 2, 17, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Hora	Czech	[32, 11, 8, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Hovanec	Czech	[32, 11, 18, 10, 9, 19, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Hrabak	Czech	[32, 8, 10, 1, 10, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Hradek	Czech	[32, 8, 10, 3, 19, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Hrdy	Czech	[32, 8, 3, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Hrula	Czech	[32, 8, 21, 2, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Hruska	Czech	[32, 8, 21, 4, 17, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Hruskova	Czech	[32, 8, 21, 4, 17, 11, 18, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Hudecek	Czech	[32, 21, 3, 19, 13, 19, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Husk	Czech	[32, 21, 4, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Hynna	Czech	[32, 22, 9, 9, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Jaluvka	Czech	[33, 10, 2, 21, 18, 17, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Janca	Czech	[33, 10, 9, 13, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Janicek	Czech	[33, 10, 9, 5, 13, 19, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Jenicek	Czech	[33, 19, 9, 5, 13, 19, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Janacek	Czech	[33, 10, 9, 10, 13, 19, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Janick	Czech	[33, 10, 9, 5, 13, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Janoch	Czech	[33, 10, 9, 11, 13, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Janosik	Czech	[33, 10, 9, 11, 4, 5, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Janutka	Czech	[33, 10, 9, 21, 6, 17, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Jares	Czech	[33, 10, 8, 19, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Jarzembowski	Czech	[33, 10, 8, 15, 19, 24, 1, 11, 12, 4, 17, 5, 0, 0, 0, 0, 0, 0, 0]	0
Jedlicka	Czech	[33, 19, 3, 2, 5, 13, 17, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Jelinek	Czech	[33, 19, 2, 5, 9, 19, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Jindra	Czech	[33, 5, 9, 3, 8, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Jirava	Czech	[33, 5, 8, 10, 18, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Jirik	Czech	[33, 5, 8, 5, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Jirku	Czech	[33, 5, 8, 17, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Jirovy	Czech	[33, 5, 8, 11, 18, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Jobst	Czech	[33, 11, 1, 4, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Jonas	Czech	[33, 11, 9, 10, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Kacirek	Czech	[27, 10, 13, 5, 8, 19, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Kafka	Czech	[27, 10, 25, 17, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Kafka	Czech	[27, 10, 25, 17, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Kaiser	Czech	[27, 10, 5, 4, 19, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Kanak	Czech	[27, 10, 9, 10, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Kaplanek	Czech	[27, 10, 26, 2, 10, 9, 19, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Kara	Czech	[27, 10, 8, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Karlovsky	Czech	[27, 10, 8, 2, 11, 18, 4, 17, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Kasa	Czech	[27, 10, 4, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Kasimor	Czech	[27, 10, 4, 5, 24, 11, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Kazimor	Czech	[27, 10, 15, 5, 24, 11, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Kazmier	Czech	[27, 10, 15, 24, 5, 19, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Katschker	Czech	[27, 10, 6, 4, 13, 14, 17, 19, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Kauphsman	Czech	[27, 10, 21, 26, 14, 4, 24, 10, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Kenzel	Czech	[27, 19, 9, 15, 19, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Kerner	Czech	[27, 19, 8, 9, 19, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Kesl	Czech	[27, 19, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Kessel	Czech	[27, 19, 4, 4, 19, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Kessler	Czech	[27, 19, 4, 4, 2, 19, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Khork	Czech	[27, 14, 11, 8, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Kirchma	Czech	[27, 5, 8, 13, 14, 24, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Klein	Czech	[27, 2, 19, 5, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Klemper	Czech	[27, 2, 19, 24, 26, 19, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Klimes	Czech	[27, 2, 5, 24, 19, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Kober	Czech	[27, 11, 1, 19, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Koberna	Czech	[27, 11, 1, 19, 8, 9, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Koci	Czech	[27, 11, 13, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Kocian	Czech	[27, 11, 13, 5, 10, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Kocian	Czech	[27, 11, 13, 5, 10, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Kofron	Czech	[27, 11, 25, 8, 11, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
Kolacny	Czech	[27, 11, 2, 10, 13, 9, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0
